SAMPLE_KEY,Sakatis,Zhu,Xu,Greene,vNCTR,NCTR,Severity Class
24297-G23-6,-1,1,0,0,1,1,4
24300-G23-1,-1,1,0,0,1,1,4
24300-G23-2,-1,1,0,0,1,1,4
24300-G23-3,-1,1,0,0,1,1,4
24300-G23-4,-1,1,0,0,1,1,4
24300-G23-5,-1,1,0,0,1,1,4
24300-G23-6,-1,1,0,0,1,1,4
25937-G23-1,-1,1,0,0,1,1,4
25937-G23-2,-1,1,0,0,1,1,4
25937-G23-3,-1,1,0,0,1,1,4
25937-G23-4,-1,1,0,0,1,1,4
25937-G23-5,-1,1,0,0,1,1,4
25937-G23-6,-1,1,0,0,1,1,4
25938-G23-1,-1,1,0,0,1,1,4
25938-G23-2,-1,1,0,0,1,1,4
25938-G23-3,-1,1,0,0,1,1,4
25938-G23-4,-1,1,0,0,1,1,4
25938-G23-5,-1,1,0,0,1,1,4
25938-G23-6,-1,1,0,0,1,1,4
25939-G23-1,-1,1,0,0,1,1,4
25939-G23-2,-1,1,0,0,1,1,4
25939-G23-3,-1,1,0,0,1,1,4
25939-G23-4,-1,1,0,0,1,1,4
25939-G23-5,-1,1,0,0,1,1,4
25939-G23-6,-1,1,0,0,1,1,4
25943-G23-1,-1,1,0,0,1,1,4
25943-G23-2,-1,1,0,0,1,1,4
25943-G23-3,-1,1,0,0,1,1,4
25943-G23-4,-1,1,0,0,1,1,4
25943-G23-5,-1,1,0,0,1,1,4
25943-G23-6,-1,1,0,0,1,1,4
24301-M11-1,-1,-1,-1,-1,1,1,3
24301-M11-2,-1,-1,-1,-1,1,1,3
24301-M11-3,-1,-1,-1,-1,1,1,3
24301-M11-4,-1,-1,-1,-1,1,1,3
24301-M11-5,-1,-1,-1,-1,1,1,3
24301-M11-6,-1,-1,-1,-1,1,1,3
24302-M11-1,-1,-1,-1,-1,1,1,3
24302-M11-2,-1,-1,-1,-1,1,1,3
24302-M11-3,-1,-1,-1,-1,1,1,3
24302-M11-4,-1,-1,-1,-1,1,1,3
24302-M11-5,-1,-1,-1,-1,1,1,3
24302-M11-6,-1,-1,-1,-1,1,1,3
24303-M11-1,-1,-1,-1,-1,1,1,3
24303-M11-2,-1,-1,-1,-1,1,1,3
24303-M11-3,-1,-1,-1,-1,1,1,3
24303-M11-4,-1,-1,-1,-1,1,1,3
24303-M11-5,-1,-1,-1,-1,1,1,3
24303-M11-6,-1,-1,-1,-1,1,1,3
24304-M11-1,-1,-1,-1,-1,1,1,3
24304-M11-2,-1,-1,-1,-1,1,1,3
24304-M11-3,-1,-1,-1,-1,1,1,3
24304-M11-4,-1,-1,-1,-1,1,1,3
24304-M11-5,-1,-1,-1,-1,1,1,3
24304-M11-6,-1,-1,-1,-1,1,1,3
25944-M11-1,-1,-1,-1,-1,1,1,3
25944-M11-2,-1,-1,-1,-1,1,1,3
25944-M11-3,-1,-1,-1,-1,1,1,3
25944-M11-4,-1,-1,-1,-1,1,1,3
25944-M11-5,-1,-1,-1,-1,1,1,3
25944-M11-6,-1,-1,-1,-1,1,1,3
25945-M11-1,-1,-1,-1,-1,1,1,3
25945-M11-2,-1,-1,-1,-1,1,1,3
25945-M11-3,-1,-1,-1,-1,1,1,3
25945-M11-4,-1,-1,-1,-1,1,1,3
25945-M11-5,-1,-1,-1,-1,1,1,3
25945-M11-6,-1,-1,-1,-1,1,1,3
25949-M11-1,-1,-1,-1,-1,1,1,3
25949-M11-2,-1,-1,-1,-1,1,1,3
25949-M11-3,-1,-1,-1,-1,1,1,3
25949-M11-4,-1,-1,-1,-1,1,1,3
25949-M11-5,-1,-1,-1,-1,1,1,3
25949-M11-6,-1,-1,-1,-1,1,1,3
24310-H10-1,-1,-1,0,1,1,1,4
24310-H10-2,-1,-1,0,1,1,1,4
24310-H10-3,-1,-1,0,1,1,1,4
24310-H10-4,-1,-1,0,1,1,1,4
24310-H10-5,-1,-1,0,1,1,1,4
24310-H10-6,-1,-1,0,1,1,1,4
24311-H10-1,-1,-1,0,1,1,1,4
24311-H10-2,-1,-1,0,1,1,1,4
24311-H10-3,-1,-1,0,1,1,1,4
24311-H10-4,-1,-1,0,1,1,1,4
24311-H10-5,-1,-1,0,1,1,1,4
24311-H10-6,-1,-1,0,1,1,1,4
24312-H10-1,-1,-1,0,1,1,1,4
24312-H10-2,-1,-1,0,1,1,1,4
24312-H10-3,-1,-1,0,1,1,1,4
24312-H10-4,-1,-1,0,1,1,1,4
24312-H10-5,-1,-1,0,1,1,1,4
24312-H10-6,-1,-1,0,1,1,1,4
24313-H10-1,-1,-1,0,1,1,1,4
24313-H10-2,-1,-1,0,1,1,1,4
24313-H10-3,-1,-1,0,1,1,1,4
24313-H10-4,-1,-1,0,1,1,1,4
24313-H10-5,-1,-1,0,1,1,1,4
24313-H10-6,-1,-1,0,1,1,1,4
25985-H10-1,-1,-1,0,1,1,1,4
25985-H10-2,-1,-1,0,1,1,1,4
25985-H10-3,-1,-1,0,1,1,1,4
25985-H10-4,-1,-1,0,1,1,1,4
25985-H10-5,-1,-1,0,1,1,1,4
25985-H10-6,-1,-1,0,1,1,1,4
25986-H10-1,-1,-1,0,1,1,1,4
25986-H10-2,-1,-1,0,1,1,1,4
25986-H10-3,-1,-1,0,1,1,1,4
25986-H10-4,-1,-1,0,1,1,1,4
25986-H10-5,-1,-1,0,1,1,1,4
25986-H10-6,-1,-1,0,1,1,1,4
25987-H10-1,-1,-1,0,1,1,1,4
25987-H10-2,-1,-1,0,1,1,1,4
25987-H10-3,-1,-1,0,1,1,1,4
25987-H10-4,-1,-1,0,1,1,1,4
25987-H10-5,-1,-1,0,1,1,1,4
25987-H10-6,-1,-1,0,1,1,1,4
25988-H10-1,-1,-1,0,1,1,1,4
25988-H10-2,-1,-1,0,1,1,1,4
25988-H10-3,-1,-1,0,1,1,1,4
25988-H10-4,-1,-1,0,1,1,1,4
25988-H10-5,-1,-1,0,1,1,1,4
25988-H10-6,-1,-1,0,1,1,1,4
24301-K19-1,-1,-1,-1,-1,1,1,5
24301-K19-2,-1,-1,-1,-1,1,1,5
24301-K19-3,-1,-1,-1,-1,1,1,5
24301-K19-4,-1,-1,-1,-1,1,1,5
24301-K19-5,-1,-1,-1,-1,1,1,5
24301-K19-6,-1,-1,-1,-1,1,1,5
24302-K19-1,-1,-1,-1,-1,1,1,5
24302-K19-2,-1,-1,-1,-1,1,1,5
24302-K19-3,-1,-1,-1,-1,1,1,5
24302-K19-4,-1,-1,-1,-1,1,1,5
24302-K19-5,-1,-1,-1,-1,1,1,5
24302-K19-6,-1,-1,-1,-1,1,1,5
24303-K19-1,-1,-1,-1,-1,1,1,5
24303-K19-2,-1,-1,-1,-1,1,1,5
24303-K19-3,-1,-1,-1,-1,1,1,5
24303-K19-4,-1,-1,-1,-1,1,1,5
24303-K19-5,-1,-1,-1,-1,1,1,5
24303-K19-6,-1,-1,-1,-1,1,1,5
24304-K19-1,-1,-1,-1,-1,1,1,5
24304-K19-2,-1,-1,-1,-1,1,1,5
24304-K19-3,-1,-1,-1,-1,1,1,5
24304-K19-4,-1,-1,-1,-1,1,1,5
24304-K19-5,-1,-1,-1,-1,1,1,5
24304-K19-6,-1,-1,-1,-1,1,1,5
25944-K19-1,-1,-1,-1,-1,1,1,5
25944-K19-2,-1,-1,-1,-1,1,1,5
25944-K19-3,-1,-1,-1,-1,1,1,5
25944-K19-4,-1,-1,-1,-1,1,1,5
25944-K19-5,-1,-1,-1,-1,1,1,5
25944-K19-6,-1,-1,-1,-1,1,1,5
25945-K19-1,-1,-1,-1,-1,1,1,5
25945-K19-2,-1,-1,-1,-1,1,1,5
25945-K19-3,-1,-1,-1,-1,1,1,5
25945-K19-4,-1,-1,-1,-1,1,1,5
25945-K19-5,-1,-1,-1,-1,1,1,5
25945-K19-6,-1,-1,-1,-1,1,1,5
25949-K19-1,-1,-1,-1,-1,1,1,5
25949-K19-2,-1,-1,-1,-1,1,1,5
25949-K19-3,-1,-1,-1,-1,1,1,5
25949-K19-4,-1,-1,-1,-1,1,1,5
25949-K19-5,-1,-1,-1,-1,1,1,5
25949-K19-6,-1,-1,-1,-1,1,1,5
24294-B18-1,-1,1,0,1,1,1,5
24294-B18-2,-1,1,0,1,1,1,5
24294-B18-3,-1,1,0,1,1,1,5
24294-B18-4,-1,1,0,1,1,1,5
24294-B18-5,-1,1,0,1,1,1,5
24294-B18-6,-1,1,0,1,1,1,5
24295-B18-1,-1,1,0,1,1,1,5
24295-B18-2,-1,1,0,1,1,1,5
24295-B18-3,-1,1,0,1,1,1,5
24295-B18-4,-1,1,0,1,1,1,5
24295-B18-5,-1,1,0,1,1,1,5
24295-B18-6,-1,1,0,1,1,1,5
24297-B18-1,-1,1,0,1,1,1,5
24297-B18-2,-1,1,0,1,1,1,5
24297-B18-3,-1,1,0,1,1,1,5
24297-B18-4,-1,1,0,1,1,1,5
24297-B18-5,-1,1,0,1,1,1,5
24297-B18-6,-1,1,0,1,1,1,5
24300-B18-1,-1,1,0,1,1,1,5
24300-B18-2,-1,1,0,1,1,1,5
24300-B18-3,-1,1,0,1,1,1,5
24300-B18-4,-1,1,0,1,1,1,5
24300-B18-5,-1,1,0,1,1,1,5
24300-B18-6,-1,1,0,1,1,1,5
25937-B18-1,-1,1,0,1,1,1,5
25937-B18-2,-1,1,0,1,1,1,5
25937-B18-3,-1,1,0,1,1,1,5
25937-B18-4,-1,1,0,1,1,1,5
25937-B18-5,-1,1,0,1,1,1,5
25937-B18-6,-1,1,0,1,1,1,5
25938-B18-1,-1,1,0,1,1,1,5
25938-B18-2,-1,1,0,1,1,1,5
25938-B18-3,-1,1,0,1,1,1,5
25938-B18-4,-1,1,0,1,1,1,5
25938-B18-5,-1,1,0,1,1,1,5
25938-B18-6,-1,1,0,1,1,1,5
25939-B18-1,-1,1,0,1,1,1,5
25939-B18-2,-1,1,0,1,1,1,5
25939-B18-3,-1,1,0,1,1,1,5
25939-B18-4,-1,1,0,1,1,1,5
25939-B18-5,-1,1,0,1,1,1,5
25939-B18-6,-1,1,0,1,1,1,5
25943-B18-1,-1,1,0,1,1,1,5
25943-B18-2,-1,1,0,1,1,1,5
25943-B18-3,-1,1,0,1,1,1,5
25943-B18-4,-1,1,0,1,1,1,5
25943-B18-5,-1,1,0,1,1,1,5
25943-B18-6,-1,1,0,1,1,1,5
24310-L06-1,-1,1,1,2,1,1,7
24310-L06-2,-1,1,1,2,1,1,7
24310-L06-3,-1,1,1,2,1,1,7
24310-L06-4,-1,1,1,2,1,1,7
24310-L06-5,-1,1,1,2,1,1,7
24310-L06-6,-1,1,1,2,1,1,7
24311-L06-1,-1,1,1,2,1,1,7
24311-L06-2,-1,1,1,2,1,1,7
24311-L06-3,-1,1,1,2,1,1,7
24311-L06-4,-1,1,1,2,1,1,7
24311-L06-5,-1,1,1,2,1,1,7
24311-L06-6,-1,1,1,2,1,1,7
24312-L06-1,-1,1,1,2,1,1,7
24312-L06-2,-1,1,1,2,1,1,7
24312-L06-3,-1,1,1,2,1,1,7
24312-L06-4,-1,1,1,2,1,1,7
24312-L06-5,-1,1,1,2,1,1,7
24312-L06-6,-1,1,1,2,1,1,7
24313-L06-1,-1,1,1,2,1,1,7
24313-L06-2,-1,1,1,2,1,1,7
24313-L06-3,-1,1,1,2,1,1,7
24313-L06-4,-1,1,1,2,1,1,7
24313-L06-5,-1,1,1,2,1,1,7
24313-L06-6,-1,1,1,2,1,1,7
25985-L06-1,-1,1,1,2,1,1,7
25985-L06-2,-1,1,1,2,1,1,7
25985-L06-3,-1,1,1,2,1,1,7
25985-L06-4,-1,1,1,2,1,1,7
25985-L06-5,-1,1,1,2,1,1,7
25985-L06-6,-1,1,1,2,1,1,7
25986-L06-1,-1,1,1,2,1,1,7
25986-L06-2,-1,1,1,2,1,1,7
25986-L06-3,-1,1,1,2,1,1,7
25986-L06-4,-1,1,1,2,1,1,7
25986-L06-5,-1,1,1,2,1,1,7
25986-L06-6,-1,1,1,2,1,1,7
25987-L06-1,-1,1,1,2,1,1,7
25987-L06-2,-1,1,1,2,1,1,7
25987-L06-3,-1,1,1,2,1,1,7
25987-L06-4,-1,1,1,2,1,1,7
25987-L06-5,-1,1,1,2,1,1,7
25987-L06-6,-1,1,1,2,1,1,7
25988-L06-1,-1,1,1,2,1,1,7
25988-L06-2,-1,1,1,2,1,1,7
25988-L06-3,-1,1,1,2,1,1,7
25988-L06-4,-1,1,1,2,1,1,7
25988-L06-5,-1,1,1,2,1,1,7
25988-L06-6,-1,1,1,2,1,1,7
24294-D22-1,-1,-1,-1,-1,1,1,3
24294-D22-2,-1,-1,-1,-1,1,1,3
24294-D22-3,-1,-1,-1,-1,1,1,3
24294-D22-4,-1,-1,-1,-1,1,1,3
24294-D22-5,-1,-1,-1,-1,1,1,3
24294-D22-6,-1,-1,-1,-1,1,1,3
24295-D22-1,-1,-1,-1,-1,1,1,3
24295-D22-2,-1,-1,-1,-1,1,1,3
24295-D22-3,-1,-1,-1,-1,1,1,3
24295-D22-4,-1,-1,-1,-1,1,1,3
24295-D22-5,-1,-1,-1,-1,1,1,3
24295-D22-6,-1,-1,-1,-1,1,1,3
24297-D22-1,-1,-1,-1,-1,1,1,3
24297-D22-2,-1,-1,-1,-1,1,1,3
24297-D22-3,-1,-1,-1,-1,1,1,3
24297-D22-4,-1,-1,-1,-1,1,1,3
24297-D22-5,-1,-1,-1,-1,1,1,3
24297-D22-6,-1,-1,-1,-1,1,1,3
24300-D22-1,-1,-1,-1,-1,1,1,3
24300-D22-2,-1,-1,-1,-1,1,1,3
24300-D22-3,-1,-1,-1,-1,1,1,3
24300-D22-4,-1,-1,-1,-1,1,1,3
24300-D22-5,-1,-1,-1,-1,1,1,3
24300-D22-6,-1,-1,-1,-1,1,1,3
25937-D22-1,-1,-1,-1,-1,1,1,3
25937-D22-2,-1,-1,-1,-1,1,1,3
25937-D22-3,-1,-1,-1,-1,1,1,3
25937-D22-4,-1,-1,-1,-1,1,1,3
25937-D22-5,-1,-1,-1,-1,1,1,3
25937-D22-6,-1,-1,-1,-1,1,1,3
25938-D22-1,-1,-1,-1,-1,1,1,3
25938-D22-2,-1,-1,-1,-1,1,1,3
25938-D22-3,-1,-1,-1,-1,1,1,3
25938-D22-4,-1,-1,-1,-1,1,1,3
25938-D22-5,-1,-1,-1,-1,1,1,3
25938-D22-6,-1,-1,-1,-1,1,1,3
25939-D22-1,-1,-1,-1,-1,1,1,3
25939-D22-2,-1,-1,-1,-1,1,1,3
25939-D22-3,-1,-1,-1,-1,1,1,3
25939-D22-4,-1,-1,-1,-1,1,1,3
25939-D22-5,-1,-1,-1,-1,1,1,3
25939-D22-6,-1,-1,-1,-1,1,1,3
25943-D22-1,-1,-1,-1,-1,1,1,3
25943-D22-2,-1,-1,-1,-1,1,1,3
25943-D22-3,-1,-1,-1,-1,1,1,3
25943-D22-4,-1,-1,-1,-1,1,1,3
25943-D22-5,-1,-1,-1,-1,1,1,3
25943-D22-6,-1,-1,-1,-1,1,1,3
24305-O01-1,-1,-1,-1,-1,1,1,7
24305-O01-2,-1,-1,-1,-1,1,1,7
24305-O01-3,-1,-1,-1,-1,1,1,7
24305-O01-4,-1,-1,-1,-1,1,1,7
24305-O01-5,-1,-1,-1,-1,1,1,7
24305-O01-6,-1,-1,-1,-1,1,1,7
24306-O01-1,-1,-1,-1,-1,1,1,7
24306-O01-2,-1,-1,-1,-1,1,1,7
24306-O01-3,-1,-1,-1,-1,1,1,7
24306-O01-4,-1,-1,-1,-1,1,1,7
24306-O01-5,-1,-1,-1,-1,1,1,7
24306-O01-6,-1,-1,-1,-1,1,1,7
24307-O01-1,-1,-1,-1,-1,1,1,7
24307-O01-2,-1,-1,-1,-1,1,1,7
24307-O01-3,-1,-1,-1,-1,1,1,7
24307-O01-4,-1,-1,-1,-1,1,1,7
24307-O01-5,-1,-1,-1,-1,1,1,7
24307-O01-6,-1,-1,-1,-1,1,1,7
24352-O01-1,-1,-1,-1,-1,1,1,7
24352-O01-2,-1,-1,-1,-1,1,1,7
24352-O01-3,-1,-1,-1,-1,1,1,7
24352-O01-4,-1,-1,-1,-1,1,1,7
24352-O01-5,-1,-1,-1,-1,1,1,7
24352-O01-6,-1,-1,-1,-1,1,1,7
25955-O01-1,-1,-1,-1,-1,1,1,7
25955-O01-2,-1,-1,-1,-1,1,1,7
25955-O01-3,-1,-1,-1,-1,1,1,7
25955-O01-4,-1,-1,-1,-1,1,1,7
25955-O01-5,-1,-1,-1,-1,1,1,7
25955-O01-6,-1,-1,-1,-1,1,1,7
25962-O01-1,-1,-1,-1,-1,1,1,7
25962-O01-2,-1,-1,-1,-1,1,1,7
25962-O01-3,-1,-1,-1,-1,1,1,7
25962-O01-4,-1,-1,-1,-1,1,1,7
25962-O01-5,-1,-1,-1,-1,1,1,7
25962-O01-6,-1,-1,-1,-1,1,1,7
25965-O01-1,-1,-1,-1,-1,1,1,7
25965-O01-2,-1,-1,-1,-1,1,1,7
25965-O01-3,-1,-1,-1,-1,1,1,7
25965-O01-4,-1,-1,-1,-1,1,1,7
25965-O01-5,-1,-1,-1,-1,1,1,7
25965-O01-6,-1,-1,-1,-1,1,1,7
25966-O01-1,-1,-1,-1,-1,1,1,7
25966-O01-2,-1,-1,-1,-1,1,1,7
25966-O01-3,-1,-1,-1,-1,1,1,7
25966-O01-4,-1,-1,-1,-1,1,1,7
25966-O01-5,-1,-1,-1,-1,1,1,7
25966-O01-6,-1,-1,-1,-1,1,1,7
24294-P03-1,-1,-1,-1,-1,1,1,3
24294-P03-2,-1,-1,-1,-1,1,1,3
24294-P03-3,-1,-1,-1,-1,1,1,3
24294-P03-4,-1,-1,-1,-1,1,1,3
24294-P03-5,-1,-1,-1,-1,1,1,3
24294-P03-6,-1,-1,-1,-1,1,1,3
24295-P03-1,-1,-1,-1,-1,1,1,3
24295-P03-2,-1,-1,-1,-1,1,1,3
24295-P03-3,-1,-1,-1,-1,1,1,3
24295-P03-4,-1,-1,-1,-1,1,1,3
24295-P03-5,-1,-1,-1,-1,1,1,3
24295-P03-6,-1,-1,-1,-1,1,1,3
24297-P03-1,-1,-1,-1,-1,1,1,3
24297-P03-2,-1,-1,-1,-1,1,1,3
24297-P03-3,-1,-1,-1,-1,1,1,3
24297-P03-4,-1,-1,-1,-1,1,1,3
24297-P03-5,-1,-1,-1,-1,1,1,3
24297-P03-6,-1,-1,-1,-1,1,1,3
24300-P03-1,-1,-1,-1,-1,1,1,3
24300-P03-2,-1,-1,-1,-1,1,1,3
24300-P03-3,-1,-1,-1,-1,1,1,3
24300-P03-4,-1,-1,-1,-1,1,1,3
24300-P03-5,-1,-1,-1,-1,1,1,3
24300-P03-6,-1,-1,-1,-1,1,1,3
25937-P03-1,-1,-1,-1,-1,1,1,3
25937-P03-2,-1,-1,-1,-1,1,1,3
25937-P03-3,-1,-1,-1,-1,1,1,3
25937-P03-4,-1,-1,-1,-1,1,1,3
25937-P03-5,-1,-1,-1,-1,1,1,3
25937-P03-6,-1,-1,-1,-1,1,1,3
25938-P03-1,-1,-1,-1,-1,1,1,3
25938-P03-2,-1,-1,-1,-1,1,1,3
25938-P03-3,-1,-1,-1,-1,1,1,3
25938-P03-4,-1,-1,-1,-1,1,1,3
25938-P03-5,-1,-1,-1,-1,1,1,3
25938-P03-6,-1,-1,-1,-1,1,1,3
25939-P03-1,-1,-1,-1,-1,1,1,3
25939-P03-2,-1,-1,-1,-1,1,1,3
25939-P03-3,-1,-1,-1,-1,1,1,3
25939-P03-4,-1,-1,-1,-1,1,1,3
25939-P03-5,-1,-1,-1,-1,1,1,3
25939-P03-6,-1,-1,-1,-1,1,1,3
25943-P03-1,-1,-1,-1,-1,1,1,3
25943-P03-2,-1,-1,-1,-1,1,1,3
25943-P03-3,-1,-1,-1,-1,1,1,3
25943-P03-4,-1,-1,-1,-1,1,1,3
25943-P03-5,-1,-1,-1,-1,1,1,3
25943-P03-6,-1,-1,-1,-1,1,1,3
24301-O08-1,0,-1,0,1,1,1,3
24301-O08-2,0,-1,0,1,1,1,3
24301-O08-3,0,-1,0,1,1,1,3
24301-O08-4,0,-1,0,1,1,1,3
24301-O08-5,0,-1,0,1,1,1,3
24301-O08-6,0,-1,0,1,1,1,3
24302-O08-1,0,-1,0,1,1,1,3
24302-O08-2,0,-1,0,1,1,1,3
24302-O08-3,0,-1,0,1,1,1,3
24302-O08-4,0,-1,0,1,1,1,3
24302-O08-5,0,-1,0,1,1,1,3
24302-O08-6,0,-1,0,1,1,1,3
24303-O08-1,0,-1,0,1,1,1,3
24303-O08-2,0,-1,0,1,1,1,3
24303-O08-3,0,-1,0,1,1,1,3
24303-O08-4,0,-1,0,1,1,1,3
24303-O08-5,0,-1,0,1,1,1,3
24303-O08-6,0,-1,0,1,1,1,3
24304-O08-1,0,-1,0,1,1,1,3
24304-O08-2,0,-1,0,1,1,1,3
24304-O08-3,0,-1,0,1,1,1,3
24304-O08-4,0,-1,0,1,1,1,3
24304-O08-5,0,-1,0,1,1,1,3
24304-O08-6,0,-1,0,1,1,1,3
25944-O08-1,0,-1,0,1,1,1,3
25944-O08-2,0,-1,0,1,1,1,3
25944-O08-3,0,-1,0,1,1,1,3
25944-O08-4,0,-1,0,1,1,1,3
25944-O08-5,0,-1,0,1,1,1,3
25944-O08-6,0,-1,0,1,1,1,3
25945-O08-1,0,-1,0,1,1,1,3
25945-O08-2,0,-1,0,1,1,1,3
25945-O08-3,0,-1,0,1,1,1,3
25945-O08-4,0,-1,0,1,1,1,3
25945-O08-5,0,-1,0,1,1,1,3
25945-O08-6,0,-1,0,1,1,1,3
25949-O08-1,0,-1,0,1,1,1,3
25949-O08-2,0,-1,0,1,1,1,3
25949-O08-3,0,-1,0,1,1,1,3
25949-O08-4,0,-1,0,1,1,1,3
25949-O08-5,0,-1,0,1,1,1,3
25949-O08-6,0,-1,0,1,1,1,3
24278-H09-1,-1,-1,-1,-1,1,1,2
24278-H09-2,-1,-1,-1,-1,1,1,2
24278-H09-3,-1,-1,-1,-1,1,1,2
24278-H09-4,-1,-1,-1,-1,1,1,2
24278-H09-5,-1,-1,-1,-1,1,1,2
24278-H09-6,-1,-1,-1,-1,1,1,2
24279-H09-1,-1,-1,-1,-1,1,1,2
24279-H09-2,-1,-1,-1,-1,1,1,2
24279-H09-3,-1,-1,-1,-1,1,1,2
24279-H09-4,-1,-1,-1,-1,1,1,2
24279-H09-5,-1,-1,-1,-1,1,1,2
24279-H09-6,-1,-1,-1,-1,1,1,2
24280-H09-1,-1,-1,-1,-1,1,1,2
24280-H09-2,-1,-1,-1,-1,1,1,2
24280-H09-3,-1,-1,-1,-1,1,1,2
24280-H09-4,-1,-1,-1,-1,1,1,2
24280-H09-5,-1,-1,-1,-1,1,1,2
24280-H09-6,-1,-1,-1,-1,1,1,2
24293-H09-1,-1,-1,-1,-1,1,1,2
24293-H09-2,-1,-1,-1,-1,1,1,2
24293-H09-3,-1,-1,-1,-1,1,1,2
24293-H09-4,-1,-1,-1,-1,1,1,2
24293-H09-5,-1,-1,-1,-1,1,1,2
24293-H09-6,-1,-1,-1,-1,1,1,2
26224-H09-1,-1,-1,-1,-1,1,1,2
26224-H09-2,-1,-1,-1,-1,1,1,2
26224-H09-3,-1,-1,-1,-1,1,1,2
26224-H09-4,-1,-1,-1,-1,1,1,2
26224-H09-5,-1,-1,-1,-1,1,1,2
26224-H09-6,-1,-1,-1,-1,1,1,2
26232-H09-1,-1,-1,-1,-1,1,1,2
26232-H09-2,-1,-1,-1,-1,1,1,2
26232-H09-3,-1,-1,-1,-1,1,1,2
26232-H09-4,-1,-1,-1,-1,1,1,2
26232-H09-5,-1,-1,-1,-1,1,1,2
26232-H09-6,-1,-1,-1,-1,1,1,2
26239-H09-1,-1,-1,-1,-1,1,1,2
26239-H09-2,-1,-1,-1,-1,1,1,2
26239-H09-3,-1,-1,-1,-1,1,1,2
26239-H09-4,-1,-1,-1,-1,1,1,2
26239-H09-5,-1,-1,-1,-1,1,1,2
26239-H09-6,-1,-1,-1,-1,1,1,2
26247-H09-1,-1,-1,-1,-1,1,1,2
26247-H09-2,-1,-1,-1,-1,1,1,2
26247-H09-3,-1,-1,-1,-1,1,1,2
26247-H09-4,-1,-1,-1,-1,1,1,2
26247-H09-5,-1,-1,-1,-1,1,1,2
26247-H09-6,-1,-1,-1,-1,1,1,2
24278-I16-1,1,1,1,2,1,1,2
24278-I16-2,1,1,1,2,1,1,2
24278-I16-3,1,1,1,2,1,1,2
24278-I16-4,1,1,1,2,1,1,2
24278-I16-5,1,1,1,2,1,1,2
24278-I16-6,1,1,1,2,1,1,2
24279-I16-1,1,1,1,2,1,1,2
24279-I16-2,1,1,1,2,1,1,2
24279-I16-3,1,1,1,2,1,1,2
24279-I16-4,1,1,1,2,1,1,2
24279-I16-5,1,1,1,2,1,1,2
24279-I16-6,1,1,1,2,1,1,2
24280-I16-1,1,1,1,2,1,1,2
24280-I16-2,1,1,1,2,1,1,2
24280-I16-3,1,1,1,2,1,1,2
24280-I16-4,1,1,1,2,1,1,2
24280-I16-5,1,1,1,2,1,1,2
24280-I16-6,1,1,1,2,1,1,2
24293-I16-1,1,1,1,2,1,1,2
24293-I16-2,1,1,1,2,1,1,2
24293-I16-3,1,1,1,2,1,1,2
24293-I16-4,1,1,1,2,1,1,2
24293-I16-5,1,1,1,2,1,1,2
24293-I16-6,1,1,1,2,1,1,2
26224-I16-1,1,1,1,2,1,1,2
26224-I16-2,1,1,1,2,1,1,2
26224-I16-3,1,1,1,2,1,1,2
26224-I16-4,1,1,1,2,1,1,2
26224-I16-5,1,1,1,2,1,1,2
26224-I16-6,1,1,1,2,1,1,2
26232-I16-1,1,1,1,2,1,1,2
26232-I16-2,1,1,1,2,1,1,2
26232-I16-3,1,1,1,2,1,1,2
26232-I16-4,1,1,1,2,1,1,2
26232-I16-5,1,1,1,2,1,1,2
26232-I16-6,1,1,1,2,1,1,2
26239-I16-1,1,1,1,2,1,1,2
26239-I16-2,1,1,1,2,1,1,2
26239-I16-3,1,1,1,2,1,1,2
26239-I16-4,1,1,1,2,1,1,2
26239-I16-5,1,1,1,2,1,1,2
26239-I16-6,1,1,1,2,1,1,2
26247-I16-1,1,1,1,2,1,1,2
26247-I16-2,1,1,1,2,1,1,2
26247-I16-3,1,1,1,2,1,1,2
26247-I16-4,1,1,1,2,1,1,2
26247-I16-5,1,1,1,2,1,1,2
26247-I16-6,1,1,1,2,1,1,2
24278-P13-1,1,-1,1,2,1,1,2
24278-P13-2,1,-1,1,2,1,1,2
24278-P13-3,1,-1,1,2,1,1,2
24278-P13-4,1,-1,1,2,1,1,2
24278-P13-5,1,-1,1,2,1,1,2
24278-P13-6,1,-1,1,2,1,1,2
24279-P13-1,1,-1,1,2,1,1,2
24279-P13-2,1,-1,1,2,1,1,2
24279-P13-3,1,-1,1,2,1,1,2
24279-P13-4,1,-1,1,2,1,1,2
24279-P13-5,1,-1,1,2,1,1,2
24279-P13-6,1,-1,1,2,1,1,2
24280-P13-1,1,-1,1,2,1,1,2
24280-P13-2,1,-1,1,2,1,1,2
24280-P13-3,1,-1,1,2,1,1,2
24280-P13-4,1,-1,1,2,1,1,2
24280-P13-5,1,-1,1,2,1,1,2
24280-P13-6,1,-1,1,2,1,1,2
24293-P13-1,1,-1,1,2,1,1,2
24293-P13-2,1,-1,1,2,1,1,2
24293-P13-3,1,-1,1,2,1,1,2
24293-P13-4,1,-1,1,2,1,1,2
24293-P13-5,1,-1,1,2,1,1,2
24293-P13-6,1,-1,1,2,1,1,2
26224-P13-1,1,-1,1,2,1,1,2
26224-P13-2,1,-1,1,2,1,1,2
26224-P13-3,1,-1,1,2,1,1,2
26224-P13-4,1,-1,1,2,1,1,2
26224-P13-5,1,-1,1,2,1,1,2
