,Unnamed: 0,PubChem_CID,Compound Name,Severity Class,DILIConcern,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,NCTR,vNCTR,Greene,Sakatis,Xu,Zhu,INCHIKEY
253,264,2723601,thioguanine,2,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,C1=NC2=C(N1)C(=S)N=C(N2)N,1,1,2,-1,1,-1,WYWHKKSPHMUBEB-UHFFFAOYSA-N
254,265,5453,thiotepa,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1CN1P(=S)(N2CC2)N3CC3,1,1,-1,-1,-1,-1,FOCVUCIESVLUNU-UHFFFAOYSA-N
255,266,119607,valdecoxib,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,1,1,-1,-1,-1,1,LNPDTQAFDNKSHK-UHFFFAOYSA-N
256,267,2520,verapamil,3,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,Postive,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,1,1,1,-1,0,1,SGTNSNPWRIOYBX-UHFFFAOYSA-N
257,268,445354,vitamin a,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,Positive,.,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,1,1,-1,-1,1,-1,FPIPGXGPPPQFEQ-OVSJKPMPSA-N
258,269,71158,acamprosate,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Negative,CC(=O)NCCCS(=O)(=O)O,1,1,-1,-1,-1,0,AFCGFAGUEYAMAO-UHFFFAOYSA-N
259,270,1978,acebutolol,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,1,1,-1,-1,-1,-1,GOEMGAFJFRBGGG-UHFFFAOYSA-N
260,271,2022,aciclovir,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=NC2=C(N1COCCO)NC(=NC2=O)N,1,1,-1,-1,-1,-1,MKUXAQIIEYXACX-UHFFFAOYSA-N
261,273,2092,alfuzosin,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,1,1,-1,-1,-1,-1,WNMJYKCGWZFFKR-UHFFFAOYSA-N
262,274,2099,alosetron,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C,1,1,-1,-1,-1,-1,JSWZEAMFRNKZNL-UHFFFAOYSA-N
263,275,2118,alprazolam,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,1,1,-1,-1,-1,-1,VREFGVBLTWBCJP-UHFFFAOYSA-N
264,276,16231,amiloride,3,Less-DILI-Concern,vLess-DILI-Concern,NE,.,Negative,Postive,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,1,1,0,-1,0,1,XSDQTOBWRPYKKA-UHFFFAOYSA-N
265,277,2160,amitriptyline,5,Less-DILI-Concern,vLess-DILI-Concern,WE,Hepatotoxic,Negative,Postive,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,1,1,1,1,0,1,KRMDCWKBEZIMAB-UHFFFAOYSA-N
266,278,2162,amlodipine,5,Less-DILI-Concern,vLess-DILI-Concern,.,non-hepatotixic,.,Postive,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,1,1,-1,0,-1,1,HTIQEAQVCYTUBX-UHFFFAOYSA-N
267,279,33613,amoxicillin,5,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,Postive,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,1,1,1,0,0,1,LSQZJLSUYDQPKJ-NJBDSQKTSA-N
268,280,2187,anastrozole,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,1,1,-1,-1,-1,-1,YBBLVLTVTVSKRW-UHFFFAOYSA-N
269,281,2249,atenolol,4,Less-DILI-Concern,vLess-DILI-Concern,NE,.,Negative,Postive,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,1,1,0,-1,0,1,METKIMKYRPQLGS-UHFFFAOYSA-N
270,282,55185,azithromycin,7,Less-DILI-Concern,vLess-DILI-Concern,WE,Hepatotoxic,Negative,Postive,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H](C([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,1,1,1,1,0,1,MQTOSJVFKKJCRP-OHJWJPDZSA-N
271,283,2284,baclofen,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,1,1,-1,-1,-1,-1,KPYSYYIEGFHWSV-UHFFFAOYSA-N
272,284,5362124,benazepril,4,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,1,1,1,-1,0,-1,XPCFTKFZXHTYIP-PMACEKPBSA-N
273,285,2315,bendroflumethiazide,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,1,1,-1,-1,-1,-1,HDWIHXWEUNVBIY-UHFFFAOYSA-N
274,286,444,bupropion,5,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,Postive,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,1,1,1,-1,0,1,SNPPWIUOZRMYNY-UHFFFAOYSA-N
275,288,2541,candesartan,3,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,1,1,1,-1,0,-1,HTQMVQVXFRQIKW-UHFFFAOYSA-N
276,289,44093,captopril,7,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,1,1,2,-1,1,1,FAKRSMQSSFJEIM-RQJHMYQMSA-N
277,290,2585,carvedilol,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,1,1,-1,-1,-1,-1,OGHNVEJMJSYVRP-UHFFFAOYSA-N
278,291,40958,cefaclor,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,1,1,-1,-1,-1,1,QYIYFLOTGYLRGG-WUMONGPASA-N
279,292,2610,cefadroxil,7,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,1,1,2,-1,1,1,BOEGTKLJZSQCCD-UHFFFAOYSA-N
280,293,656510,cefazolin,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CC1=NN=C(S1)SCC2=C(N3C([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,1,1,-1,-1,-1,1,MLYYVTUWGNIJIB-PKEIRNPWSA-N
281,294,6915944,cefdinir,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\O)/C3=CSC(=N3)N)SC1)C(=O)O,1,1,-1,-1,-1,-1,RTXOFQZKPXMALH-GHXIOONMSA-N
282,295,5479537,cefepime,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-],1,1,-1,-1,-1,1,HVFLCNVBZFFHBT-ZKDACBOMSA-N
283,296,44185,cefoperazone,3,Less-DILI-Concern,vLess-DILI-Concern,NE,non-hepatotixic,Negative,.,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,1,1,0,0,0,-1,GCFBRXLSHGKWDP-WTKTZPJXSA-N
284,297,456256,cefotaxime,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,1,1,-1,-1,-1,-1,GPRBEKHLDVQUJE-QMTHXVAHSA-N
285,298,5281006,cefprozil,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,1,1,-1,-1,-1,-1,WDLWHQDACQUCJR-ZAMMOSSLSA-N
286,299,5481173,ceftazidime,3,Less-DILI-Concern,vLess-DILI-Concern,WE,Hepatotoxic,Negative,.,CC(C)(C(=O)O)O/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],1,1,1,1,0,-1,ORFOPKXBNMVMKC-DWVKKRMSSA-N
287,300,5361919,ceftriaxone,4,Less-DILI-Concern,vLess-DILI-Concern,HH,non-hepatotixic,Positive,Postive,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)O,1,1,2,0,1,1,VAAUVRVFOQPIGI-TYHRLYECSA-N
288,301,5361202,cefuroxime,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CO/N=C(\C1=CC=CO1)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,1,1,-1,-1,-1,1,JFPVXVDWJQMJEE-SWWZKJRFSA-N
289,302,27447,cephalexin,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,1,1,-1,-1,-1,-1,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N
290,303,2678,cetirizine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,1,1,-1,-1,-1,-1,ZKLPARSLTMPFCP-UHFFFAOYSA-N
291,304,2712,chlordiazepoxide,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,1,1,-1,-1,-1,-1,BUCORZSTKDOEKQ-UHFFFAOYSA-N
292,305,2719,chloroquine,3,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,.,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,1,1,1,0,0,-1,WHTVZRBIWZFKQO-UHFFFAOYSA-N
293,306,2720,chlorothiazide,2,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,1,1,-1,-1,-1,-1,JBMKAUGHUNFTOL-UHFFFAOYSA-N
294,307,2726,chlorpromazine,2,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,1,1,2,1,1,1,ZPEIMTDSQAKGNT-UHFFFAOYSA-N
295,308,2727,chlorpropamide,2,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,.,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,1,1,2,1,1,-1,RKWGIWYCVPQPMF-UHFFFAOYSA-N
296,309,2756,cimetidine,2,Less-DILI-Concern,vLess-DILI-Concern,WE,Hepatotoxic,Negative,.,CC1=C(N=CN1)CSCCNC(=NC)NC#N,1,1,1,1,0,-1,AQIXAKUUQRKLND-UHFFFAOYSA-N
297,310,2771,citalopram,7,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,1,1,1,-1,0,-1,WSEQXVZVJXJVFP-UHFFFAOYSA-N
298,311,2802,clonazepam,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Negative,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,1,1,-1,-1,-1,0,DGBIGWXXNGSACT-UHFFFAOYSA-N
299,312,60606,clopidogrel,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Negative,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,1,1,-1,-1,-1,0,GKTWGGQPFAXNFI-HNNXBMFYSA-N
300,313,27686,cromoglicate,3,Less-DILI-Concern,vLess-DILI-Concern,NE,non-hepatotixic,Negative,.,C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O,1,1,0,0,0,-1,FSINDHDHRQZTPH-UHFFFAOYSA-N
301,314,2895,cyclobenzaprine,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,1,1,-1,-1,-1,-1,JURKNVYFZMSNLP-UHFFFAOYSA-N
302,315,2907,cyclophosphamide,5,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1CNP(=O)(OC1)N(CCCl)CCCl,1,1,2,1,1,1,CMSMOCZEIVJLDB-UHFFFAOYSA-N
303,316,2913,cyproheptadine,7,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,1,1,2,-1,1,-1,JJCFRYNCJDLXIK-UHFFFAOYSA-N
304,317,.,dalteparin sodium,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C(C1C(C(C(C(O1)O)NS(=O)(=O)[O-])O)OC2C(C(C(C(O2)C(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-],1,1,-1,-1,-1,-1,OHJKXVLJWUPWQG-UHFFFAOYSA-J
305,318,16129629,daptomycin,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)NC3C(OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C,1,1,-1,-1,-1,-1,DOAKLVKFURWEDJ-OFNKPWESSA-N
306,319,3062316,dasatinib,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,1,1,-1,-1,-1,-1,ZBNZXTGUTAYRHI-UHFFFAOYSA-N
307,320,124087,desloratadine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,1,1,-1,-1,-1,-1,JAUOIFJMECXRGI-UHFFFAOYSA-N
308,321,125017,desvenlafaxine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,1,1,-1,-1,-1,-1,KYYIDSXMWOZKMP-UHFFFAOYSA-N
309,322,9578005,dexlansoprazole,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,1,1,-1,-1,-1,-1,MJIHNNLFOKEZEW-RUZDIDTESA-N
310,323,154101,dexmethylphenidate,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2,1,1,-1,-1,-1,-1,DUGOZIWVEXMGBE-CHWSQXEVSA-N
311,324,3114,disopyramide,2,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,1,1,2,-1,1,-1,UVTNFZQICZKOEM-UHFFFAOYSA-N
312,325,3152,donepezil,3,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,.,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,1,1,1,0,0,-1,ADEBPBSSDYVVLD-UHFFFAOYSA-N
313,326,667477,doxepin,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31,1,1,-1,-1,-1,-1,ODQWQRRAPPTVAG-GZTJUZNOSA-N
314,327,31703,doxorubicin,3,Less-DILI-Concern,vLess-DILI-Concern,.,Hepatotoxic,Positive,Postive,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,1,1,-1,1,1,1,AOJJSUZBOXZQNB-TZSSRYMLSA-N
315,328,5281011,doxycycline,3,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,1,1,2,-1,1,1,UEVKMCOZLJYVNG-NMMSOKQRSA-N
316,329,5362032,enalapril,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CCOC(=O)[C@@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,1,1,-1,-1,-1,1,GBXSMTUPTTWBMN-UAGQMJEPSA-N
317,330,25244225,enoxaparin,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C([C@@H]1C([C@@H](C(C(O1)O)NS(=O)(=O)[O-])O)O[C@H]2C([C@H](C(C(O2)C(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-],1,1,-1,-1,-1,-1,OHJKXVLJWUPWQG-IUYNYSEKSA-J
318,331,146570,escitalopram,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,1,1,-1,-1,-1,1,WSEQXVZVJXJVFP-FQEVSTJZSA-N
319,332,9579578,esomeprazole Sodium,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=CN=C(C(=C1OC)C)C[S@@](=O)C2=NC3=C(N2)C=C(C=C3)OC,1,1,-1,-1,-1,-1,SUBDBMMJDZJVOS-XMMPIXPASA-N
320,333,5757,estradiol,2,Less-DILI-Concern,vLess-DILI-Concern,WE,Hepatotoxic,Negative,.,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,1,1,1,1,0,-1,VOXZDWNPVJITMN-ZBRFXRBCSA-N
321,334,36462,etoposide,3,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,.,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,1,1,2,1,1,-1,VJJPUSNTGOMMGY-MRVIYFEKSA-N
322,335,3325,famotidine,3,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,1,1,1,-1,0,-1,XUFQPHANEAPEMJ-UHFFFAOYSA-N
323,336,3333,felodipine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,1,1,-1,-1,-1,1,RZTAMFZIAATZDJ-UHFFFAOYSA-N
324,337,3356,flecainide,7,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Negative,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,1,1,2,-1,1,0,DJBNUMBKLMJRSA-UHFFFAOYSA-N
325,338,3386,fluoxetine,3,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,Postive,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,1,1,1,0,0,1,RTHCYVBBDHJXIQ-UHFFFAOYSA-N
326,339,3393,flurazepam,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,1,1,-1,-1,-1,-1,SAADBVWGJQAEFS-UHFFFAOYSA-N
327,340,636380,fondaparinux sodium,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1,1,-1,-1,-1,-1,XEKSTYNIJLDDAZ-JASSWCPGSA-D
328,341,446987,fosfomycin,6,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C[C@H]1[C@H](O1)P(=O)(O)O,1,1,-1,-1,-1,-1,YMDXZJFXQJVXBF-STHAYSLISA-N
329,342,55891,fosinopril,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3,1,1,-1,-1,-1,-1,BIDNLKIUORFRQP-FKDWWROVSA-N
330,343,3488,glibenclamide,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,1,1,-1,-1,-1,-1,ZNNLBTZKUZBEKO-UHFFFAOYSA-N
331,344,3476,glimepiride,7,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,1,1,1,-1,0,-1,WIGIZIANZCJQQY-UHFFFAOYSA-N
332,345,3478,glipizide,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,1,1,-1,-1,-1,-1,ZJJXGWJIGJFDTL-UHFFFAOYSA-N
333,346,3559,haloperidol,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,1,1,-1,-1,-1,-1,LNEPOXFFQSENCJ-UHFFFAOYSA-N
334,347,772,heparin sodium,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,1,1,-1,-1,-1,-1,HTTJABKRGRZYRN-UHFFFAOYSA-N
335,348,3637,hydralazine,3,Less-DILI-Concern,vLess-DILI-Concern,.,Hepatotoxic,.,Postive,C1=CC=C2C(=C1)C=NN=C2NN,1,1,-1,1,-1,1,RPTUSVTUFVMDQK-UHFFFAOYSA-N
336,349,3639,hydrochlorothiazide,2,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,1,1,2,-1,1,1,JZUFKLXOESDKRF-UHFFFAOYSA-N
337,350,3652,hydroxychloroquine,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,1,1,-1,-1,-1,1,XXSMGPRMXLTPCZ-UHFFFAOYSA-N
338,351,3690,ifosfamide,4,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,C1CN(P(=O)(OC1)NCCCl)CCCl,1,1,2,-1,1,-1,HOMGKSMUEGBAAB-UHFFFAOYSA-N
339,352,3696,imipramine,3,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,.,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,1,1,2,1,1,-1,BCGWQEUPMDMJNV-UHFFFAOYSA-N
340,353,3749,irbesartan,5,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,1,1,1,-1,0,-1,YOSHYTLCDANDAN-UHFFFAOYSA-N
341,354,60838,irinotecan,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,1,1,-1,-1,-1,-1,UWKQSNNFCGGAFS-XIFFEERXSA-N
342,355,3784,isradipine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,1,1,-1,-1,-1,-1,HMJIYCCIJYRONP-UHFFFAOYSA-N
